	WORD	PAST	PAST-PARTICIPLE	PRESENT-PARTICIPLE
2046	flock	flocked	flocked	flocking
2047	flog	flogged	flogged	flogging
2048	flood	floodded	floodded	floodding
2049	floodlight	(floodlit floodlighted)	(floodlit floodlighted)	floodlighting
2050	floor	floorred	floorred	floorring
2051	flop	flopped	flopped	flopping
2052	flounce	flounced	flounced	flouncing
2053	flounder	flounderred	flounderred	flounderring
2054	flour	flourred	flourred	flourring
2055	flourish	flourished	flourished	flourishing
2056	flout	floutted	floutted	floutting
2057	flow	flowed	flowed	flowing
2058	flower	flowerred	flowerred	flowerring
2059	fluctuate	fluctuated	fluctuated	fluctuating
2060	fluff	fluffed	fluffed	fluffing
2061	flunk	flunked	flunked	flunking
2062	fluoridate	fluoridated	fluoridated	fluoridating
2063	fluoridize	fluoridized	fluoridized	fluoridizing
2064	flurry	flurried	flurried	flurrying
2065	flush	flushed	flushed	flushing
2066	fluster	flusterred	flusterred	flusterring
2067	flute	fluted	fluted	fluting
2068	flutter	flutterred	flutterred	flutterring
2069	fly	flew	flown	flying
2070	fly-fish	fly-fished	fly-fished	fly-fishing
2071	foam	foammed	foammed	foamming
2072	fob	fobbed	fobbed	fobbing
2073	focus	focussed	focussed	focussing
2074	fog	fogged	fogged	fogging
2075	foil	foilled	foilled	foilling
2076	foist	foisted	foisted	foisting
2077	fold	folded	folded	folding
2078	follow	followed	followed	following
2079	foment	fomented	fomented	fomenting
2080	fondle	fondled	fondled	fondling
2081	fool	foolled	foolled	foolling
2082	foot	footted	footted	footting
2083	footslog	footslogged	footslogged	footslogging
2084	forage	foraged	foraged	foraging
2085	foray	forayed	forayed	foraying
2086	forbid	(forbade forbad)	forbidden	forbidding
2087	force	forced	forced	forcing
2088	force-feed	force-fed	force-fed	force-feedding
2089	ford	forded	forded	fording
2090	forearm	forearmed	forearmed	forearming
2091	forebode	foreboded	foreboded	foreboding
2092	forecast	forecasted	forecasted	forecasting
2093	foreclose	foreclosed	foreclosed	foreclosing
2094	foredoom	foredoommed	foredoommed	foredoomming
2095	foregather	foregatherred	foregatherred	foregatherring
2096	forego	forwent	forgone	forgoing
2097	foreknow	forknew	forknown	forknowing
2098	foreordain	foreordainned	foreordainned	foreordainning
2099	foresee	forsaw	forseen	forseeing
2100	foreshadow	foreshadowed	foreshadowed	foreshadowing
2101	foreshorten	foreshortenned	foreshortenned	foreshortenning
2102	forestall	forestalled	forestalled	forestalling
2103	foreswear	foreswore	foresworn	foreswearring
2104	foretell	foretold	foretold	foretelling
2105	forewarn	forewarned	forewarned	forewarning
2106	forfeit	forfeitted	forfeitted	forfeitting
2107	forgather	forgatherred	forgatherred	forgatherring
2108	forge	forged	forged	forging
2109	forget	forgot	forgotten	forgetting
2110	forgive	forgave	forgiven	forgiving
2111	forgo	forwent	forgone	forgoing
2112	fork	forked	forked	forking
2113	form	formed	formed	forming
2114	formalize	formalized	formalized	formalizing
2115	formulate	formulated	formulated	formulating
2116	fornicate	fornicated	fornicated	fornicating
2117	forsake	forsook	forsaken	forsaking
2118	forswear	forswore	forsworn	forswearring
2119	fortify	fortified	fortified	fortifying
2120	forward	forwarded	forwarded	forwarding
2121	fossilize	fossilized	fossilized	fossilizing
2122	foster	fosterred	fosterred	fosterring
2123	foul	foulled	foulled	foulling
2124	found	founded	founded	founding
2125	founder	founderred	founderred	founderring
2126	fowl	fowled	fowled	fowling
2127	fox	foxed	foxed	foxing
2128	foxhunt	foxhunted	foxhunted	foxhunting
2129	fracture	fractured	fractured	fracturing
2130	fragment	fragmented	fragmented	fragmenting
2131	frame	framed	framed	framing
2132	franchise	franchised	franchised	franchising
2133	frank	franked	franked	franking
2134	fraternize	fraternized	fraternized	fraternizing
2135	fray	frayed	frayed	fraying
2136	freak	freakked	freakked	freakking
2137	freckle	freckled	freckled	freckling
2138	free	freed	freed	freeing
2139	freelance	freelanced	freelanced	freelancing
2140	freewheel	freewheelled	freewheelled	freewheelling
2141	freeze	froze	frozen	freezing
2142	frequent	frequented	frequented	frequenting
2143	fresco	frescoed	frescoed	frescoing
2144	freshen	freshenned	freshenned	freshenning
2145	fret	fretted	fretted	fretting
2146	fright	frighted	frighted	frighting
2147	frighten	frightenned	frightenned	frightenning
2148	fringe	fringed	fringed	fringing
2149	frisk	frisked	frisked	frisking
2150	fritter	fritterred	fritterred	fritterring
2151	frivol	frivolled	frivolled	frivolling
2152	frizz	frizzed	frizzed	frizzing
2153	frizzle	frizzled	frizzled	frizzling
2154	frolic	frolicked	frolicked	frolicking
2155	front	fronted	fronted	fronting
2156	frost	frosted	frosted	frosting
2157	froth	frothed	frothed	frothing
2158	frown	frowned	frowned	frowning
2159	fructify	fructified	fructified	fructifying
2160	frustrate	frustrated	frustrated	frustrating
2161	fry	fried	fried	frying
2162	fuck	fucked	fucked	fucking
2163	fuddle	fuddled	fuddled	fuddling
2164	fuel	(fuelled fueled)	(fuelled fueled)	(fuelling fueling)
2165	fulfil	fulfilled	fulfilled	fulfilling
2166	fulfill	fulfilled	fulfilled	fulfilling
2167	fulminate	fulminated	fulminated	fulminating
2168	fumble	fumbled	fumbled	fumbling
2169	fume	fumed	fumed	fuming
2170	fumigate	fumigated	fumigated	fumigating
2171	function	functionned	functionned	functionning
2172	fund	funded	funded	funding
2173	funnel	(funnelled funneled)	(funnelled funneled)	(funnelling funneling)
2174	furbish	furbished	furbished	furbishing
2175	furl	furled	furled	furling
2176	furnish	furnished	furnished	furnishing
2177	furrow	furrowed	furrowed	furrowing
2178	fuse	fused	fused	fusing
2179	fuss	fussed	fussed	fussing
2180	f^ete	f^eted	f^eted	f^eting
2181	gabble	gabbled	gabbled	gabbling
2182	gad	gadded	gadded	gadding
2183	gag	gagged	gagged	gagging
2184	gain	gainned	gainned	gainning
2185	gainsay	gainsaid	gainsaid	gainsaying
2186	gall	galled	galled	galling
2187	gallivant	gallivanted	gallivanted	gallivanting
2188	gallop	gallopped	gallopped	gallopping
2189	galvanize	galvanized	galvanized	galvanizing
2190	gamble	gambled	gambled	gambling
2191	gambol	gambolled	gambolled	gambolling
2192	game	gamed	gamed	gaming
2193	gang	ganged	ganged	ganging
2194	gangrene	gangrened	gangrened	gangrening
2195	gape	gaped	gaped	gaping
2196	garage	garaged	garaged	garaging
2197	garb	garbed	garbed	garbing
2198	garble	garbled	garbled	garbling
2199	garden	gardenned	gardenned	gardenning
2200	gargle	gargled	gargled	gargling
2201	garland	garlanded	garlanded	garlanding
2202	garner	garnerred	garnerred	garnerring
2203	garnish	garnished	garnished	garnishing
2204	garotte	garotted	garotted	garotting
2205	garrison	garrisonned	garrisonned	garrisonning
2206	garrotte	garrotted	garrotted	garrotting
2207	gas	gassed	gassed	gassing
2208	gash	gashed	gashed	gashing
2209	gasify	gasified	gasified	gasifying
2210	gasp	gasped	gasped	gasping
2211	gate	gated	gated	gating
2212	gatecrash	gatecrashed	gatecrashed	gatecrashing
2213	gather	gatherred	gatherred	gatherring
2214	gauge	gauged	gauged	gauging
2215	gaze	gazed	gazed	gazing
2216	gazette	gazetted	gazetted	gazetting
2217	gear	gearred	gearred	gearring
2218	gel	gelled	gelled	gelling
2219	geld	gelded	gelded	gelding
2220	generalize	generalized	generalized	generalizing
2221	generate	generated	generated	generating
2222	genuflect	genuflected	genuflected	genuflecting
2223	germinate	germinated	germinated	germinating
2224	gerrymander	gerrymanderred	gerrymanderred	gerrymanderring
2225	gesticulate	gesticulated	gesticulated	gesticulating
2226	gesture	gestured	gestured	gesturing
2227	get	got	(got gotten)	getting
2228	ghost	ghosted	ghosted	ghosting
2229	gibber	gibberred	gibberred	gibberring
2230	gibbet	gibbetted	gibbetted	gibbetting
2231	gibe	gibed	gibed	gibing
2232	gift	gifted	gifted	gifting
2233	giggle	giggled	giggled	giggling
2234	gild	gilded	gilded	gilding
2235	gin	ginned	ginned	ginning
2236	ginger	gingerred	gingerred	gingerring
2237	gird	girded	girded	girding
2238	girdle	girdled	girdled	girdling
2239	give	gave	given	giving
2240	gladden	gladdenned	gladdenned	gladdenning
2241	glamorize	glamorized	glamorized	glamorizing
2242	glance	glanced	glanced	glancing
2243	glare	glared	glared	glaring
2244	glass	glassed	glassed	glassing
2245	glaze	glazed	glazed	glazing
2246	gleam	gleammed	gleammed	gleamming
2247	glean	gleanned	gleanned	gleanning
2248	glide	glided	glided	gliding
2249	glimmer	glimmerred	glimmerred	glimmerring
2250	glimpse	glimpsed	glimpsed	glimpsing
2251	glint	glinted	glinted	glinting
2252	glissade	glissaded	glissaded	glissading
2253	glisten	glistenned	glistenned	glistenning
2254	glister	glisterred	glisterred	glisterring
2255	glitter	glitterred	glitterred	glitterring
2256	gloat	gloatted	gloatted	gloatting
2257	globetrot	globetrotted	globetrotted	globetrotting
2258	glorify	glorified	glorified	glorifying
2259	glory	gloried	gloried	glorying
2260	gloss	glossed	glossed	glossing
2261	glow	glowed	glowed	glowing
2262	glower	glowerred	glowerred	glowerring
2263	glue	glued	glued	gluing
2264	glut	glutted	glutted	glutting
2265	gnash	gnashed	gnashed	gnashing
2266	gnaw	gnawed	gnawed	gnawing
2267	go	went	gone	going
2268	goad	goadded	goadded	goadding
2269	gobble	gobbled	gobbled	gobbling
2270	goggle	goggled	goggled	goggling
2271	golf	golfed	golfed	golfing
2272	gong	gonged	gonged	gonging
2273	goof	gooffed	gooffed	gooffing
2274	gore	gored	gored	goring
2275	gorge	gorged	gorged	gorging
2276	gormandize	gormandized	gormandized	gormandizing
2277	gossip	gossipped	gossipped	gossipping
2278	gouge	gouged	gouged	gouging
2279	govern	governed	governed	governing
2280	gown	gowned	gowned	gowning
2281	grab	grabbed	grabbed	grabbing
2282	grace	graced	graced	gracing
2283	grade	graded	graded	grading
2284	graduate	graduated	graduated	graduating
2285	graft	grafted	grafted	grafting
2286	grant	granted	granted	granting
2287	granulate	granulated	granulated	granulating
2288	grapple	grappled	grappled	grappling
2289	grasp	grasped	grasped	grasping
2290	grass	grassed	grassed	grassing
2291	grate	grated	grated	grating
2292	gratify	gratified	gratified	gratifying
2293	grave	graved	graven	graving
2294	gravel	(gravelled graveled)	(gravelled graveled)	(gravelling graveling)
2295	gravitate	gravitated	gravitated	gravitating
2296	gray	grayed	grayed	graying
2297	graze	grazed	grazed	grazing
2298	grease	greased	greased	greasing
2299	greet	greetted	greetted	greetting
2300	grey	greyed	greyed	greying
2301	grieve	grieved	grieved	grieving
2302	grill	grilled	grilled	grilling
2303	grimace	grimaced	grimaced	grimacing
2304	grime	grimed	grimed	griming
2305	grin	grinned	grinned	grinning
2306	grind	ground	ground	grinding
2307	grip	gripped	gripped	gripping
2308	grit	gritted	gritted	gritting
2309	grizzle	grizzled	grizzled	grizzling
2310	groan	groanned	groanned	groanning
2311	groin	groinned	groinned	groinning
2312	groom	groommed	groommed	groomming
2313	groove	grooved	grooved	grooving
2314	grope	groped	groped	groping
2315	gross	grossed	grossed	grossing
2316	grouch	grouched	grouched	grouching
2317	ground	grounded	grounded	grounding
2318	group	groupped	groupped	groupping
2319	grouse	groused	groused	grousing
2320	grovel	(grovelled groveled)	(grovelled groveled)	(grovelling groveling)
2321	grow	grew	grown	growing
2322	growl	growled	growled	growling
2323	grub	grubbed	grubbed	grubbing
2324	grudge	grudged	grudged	grudging
2325	grumble	grumbled	grumbled	grumbling
2326	grunt	grunted	grunted	grunting
2327	guarantee	guaranteed	guaranteed	guaranteeing
2328	guard	guarded	guarded	guarding
2329	guess	guessed	guessed	guessing
2330	guffaw	guffawed	guffawed	guffawing
2331	guide	guided	guided	guiding
2332	guillotine	guillotined	guillotined	guillotining
2333	gull	gulled	gulled	gulling
2334	gulp	gulped	gulped	gulping
2335	gum	gummed	gummed	gumming
2336	gun	gunned	gunned	gunning
2337	gurgle	gurgled	gurgled	gurgling
2338	gush	gushed	gushed	gushing
2339	gut	gutted	gutted	gutting
2340	gutter	gutterred	gutterred	gutterring
2341	guy	guyed	guyed	guying
2342	guzzle	guzzled	guzzled	guzzling
2343	gyp	gyped	gyped	gyping
2344	gyrate	gyrated	gyrated	gyrating
2345	habituate	habituated	habituated	habituating
2346	hack	hacked	hacked	hacking
2347	haggle	haggled	haggled	haggling
2348	hail	hailled	hailled	hailling
2349	halloo	hallooed	hallooed	hallooing
2350	hallow	hallowed	hallowed	hallowing
2351	halt	halted	halted	halting
2352	halve	halved	halved	halving
2353	ham	hammed	hammed	hamming
2354	hammer	hammerred	hammerred	hammerring
2355	hamper	hamperred	hamperred	hamperring
2356	hamstring	(hamstringed hamstrungrung)	(hamstringed hamstrungrung)	hamstringing
2357	hand	handed	handed	handing
2358	handcuff	handcuffed	handcuffed	handcuffing
2359	handicap	handicapped	handicapped	handicapping
2360	handle	handled	handled	handling
2361	hang	(hanged hung)	(hanged hung)	hanging
2362	hanker	hankerred	hankerred	hankerring
2363	happen	happenned	happenned	happenning
2364	harangue	harangued	harangued	haranguing
2365	harass	harassed	harassed	harassing
2366	harbor	harborred	harborred	harborring
2367	harbour	harbourred	harbourred	harbourring
2368	harden	hardenned	hardenned	hardenning
2369	hark	harked	harked	harking
2370	harm	harmed	harmed	harming
2371	harmonize	harmonized	harmonized	harmonizing
2372	harness	harnessed	harnessed	harnessing
2373	harp	harped	harped	harping
2374	harpoon	harpoonned	harpoonned	harpoonning
2375	harry	harried	harried	harrying
2376	harvest	harvested	harvested	harvesting
2377	hash	hashed	hashed	hashing
2378	hassle	hassled	hassled	hassling
2379	hasten	hastenned	hastenned	hastenning
2380	hatch	hatched	hatched	hatching
2381	hate	hated	hated	hating
2382	haul	haulled	haulled	haulling
2383	haunt	haunted	haunted	haunting
2384	have	had	had	having
2385	have (negated)	hadn't	*NONE*	have (negated)ing
2386	have to	had to	had to	have toing
2387	haw	hawed	hawed	hawing
2388	hawk	hawked	hawked	hawking
2389	hazard	hazarded	hazarded	hazarding
2390	haze	hazed	hazed	hazing
2391	head	headded	headded	headding
2392	headquarter	headquarterred	headquarterred	headquarterring
2393	heal	healled	healled	healling
2394	heap	heapped	heapped	heapping
2395	hear	heard	heard	hearring
2396	hearken	hearkenned	hearkenned	hearkenning
2397	hearten	heartenned	heartenned	heartenning
2398	heat	heatted	heatted	heatting
2399	heave	heaved	heaved	heaving
2400	heckle	heckled	heckled	heckling
2401	hedge	hedged	hedged	hedging
2402	hedgehop	hedgehopped	hedgehopped	hedgehopping
2403	heed	heedded	heedded	heedding
2404	heel	heelled	heelled	heelling
2405	heighten	heightenned	heightenned	heightenning
2406	heliograph	heliographed	heliographed	heliographing
2407	help	helped	helped	helping
2408	hem	hemmed	hemmed	hemming
2409	hemstitch	hemstitched	hemstitched	hemstitching
2410	herald	heralded	heralded	heralding
2411	herd	herded	herded	herding
2412	hesitate	hesitated	hesitated	hesitating
2413	hew	hewed	(hewed hewn)	hewing
2414	hibernate	hibernated	hibernated	hibernating
2415	hiccough	hiccoughed	hiccoughed	hiccoughing
2416	hiccup	hiccupped	hiccupped	hiccupping
2417	hide	hid	hidden	hiding
2418	hie	hied	hied	hiing
2419	highjack	highjacked	highjacked	highjacking
2420	highlight	(highlit highlighted)	(highlit highlighted)	highlighting
2421	hijack	hijacked	hijacked	hijacking
2422	hike	hiked	hiked	hiking
2423	hinder	hinderred	hinderred	hinderring
2424	hinge	hinged	hinged	hinging
2425	hint	hinted	hinted	hinting
2426	hire	hired	hired	hiring
2427	hiss	hissed	hissed	hissing
2428	hit	hit	hit	hitting
2429	hitch	hitched	hitched	hitching
2430	hitchhike	hitchhiked	hitchhiked	hitchhiking
2431	hive	hived	hived	hiving
2432	hoard	hoarded	hoarded	hoarding
